計數,名稱,SS-ZZ,位置 X,位置 Y
1,GPCADFGD,2.59,175373.295,2537140.496
1,GPCADFGD,3.03,175373.295,2537170.496
1,GPCADFGD,2.80,175373.295,2537160.496
1,GPCADFGD,2.52,175373.295,2537130.496
1,GPCADFGD,2.35,175373.295,2537100.496
1,GPCADFGD,2.09,175373.295,2537090.496
1,GPCADFGD,2.47,175373.295,2537120.496
1,GPCADFGD,2.39,175373.295,2537110.496
1,GPCADFGD,3.17,175373.295,2537180.496
1,GPCADFGD,-0.43,175373.295,2537250.496
1,GPCADFGD,-0.30,175373.295,2537240.496
1,GPCADFGD,-0.05,175373.295,2537270.496
1,GPCADFGD,-0.32,175373.295,2537260.496
1,GPCADFGD,-0.15,175373.295,2537230.496
1,GPCADFGD,2.03,175373.295,2537200.496
1,GPCADFGD,2.80,175373.295,2537190.496
1,GPCADFGD,0.00,175373.295,2537220.496
1,GPCADFGD,0.12,175373.295,2537210.496
1,GPCADFGD,2.69,175393.295,2537140.496
1,GPCADFGD,2.64,175393.295,2537130.496
1,GPCADFGD,2.76,175393.295,2537160.496
1,GPCADFGD,2.74,175393.295,2537150.496
1,GPCADFGD,2.55,175393.295,2537120.496
1,GPCADFGD,2.10,175393.295,2537090.496
1,GPCADFGD,1.47,175393.295,2537080.496
1,GPCADFGD,2.40,175393.295,2537110.496
1,GPCADFGD,2.38,175393.295,2537100.496
1,GPCADFGD,2.83,175393.295,2537170.496
1,GPCADFGD,0.08,175393.295,2537240.496
1,GPCADFGD,1.62,175393.295,2537230.496
1,GPCADFGD,-0.16,175393.295,2537260.496
1,GPCADFGD,-0.24,175393.295,2537250.496
1,GPCADFGD,1.97,175393.295,2537220.496
1,GPCADFGD,2.86,175393.295,2537190.496
1,GPCADFGD,2.93,175393.295,2537180.496
1,GPCADFGD,2.49,175393.295,2537210.496
1,GPCADFGD,2.25,175393.295,2537200.496
1,GPCADFGD,-0.19,175383.295,2537240.496
1,GPCADFGD,0.06,175383.295,2537230.496
1,GPCADFGD,-0.24,175383.295,2537260.496
1,GPCADFGD,-0.36,175383.295,2537250.496
1,GPCADFGD,0.10,175383.295,2537220.496
1,GPCADFGD,2.93,175383.295,2537190.496
1,GPCADFGD,3.01,175383.295,2537180.496
1,GPCADFGD,0.33,175383.295,2537210.496
1,GPCADFGD,1.33,175383.295,2537200.496
1,GPCADFGD,-0.12,175383.295,2537270.496
1,GPCADFGD,2.35,175383.295,2537340.496
1,GPCADFGD,3.12,175383.295,2537330.496
1,GPCADFGD,2.07,175393.295,2537070.496
1,GPCADFGD,0.48,175393.295,2537060.496
1,GPCADFGD,3.64,175383.295,2537320.496
1,GPCADFGD,1.75,175383.295,2537290.496
1,GPCADFGD,0.48,175383.295,2537280.496
1,GPCADFGD,3.70,175383.295,2537310.496
1,GPCADFGD,3.67,175383.295,2537300.496
1,GPCADFGD,2.07,175643.295,2537250.496
1,GPCADFGD,2.10,175643.295,2537240.496
1,GPCADFGD,1.94,175643.295,2537270.496
1,GPCADFGD,1.94,175643.295,2537260.496
1,GPCADFGD,2.29,175643.295,2537230.496
1,GPCADFGD,2.00,175643.295,2537200.496
1,GPCADFGD,1.89,175643.295,2537190.496
1,GPCADFGD,2.29,175643.295,2537220.496
1,GPCADFGD,2.12,175643.295,2537210.496
1,GPCADFGD,1.71,175643.295,2537280.496
1,GPCADFGD,-0.77,175653.295,2537080.496
1,GPCADFGD,-0.60,175653.295,2537070.496
1,GPCADFGD,-0.55,175653.295,2537100.496
1,GPCADFGD,-0.80,175653.295,2537090.496
1,GPCADFGD,-2.54,175653.295,2537060.496
1,GPCADFGD,-1.32,175653.295,2537030.496
1,GPCADFGD,-1.21,175653.295,2537020.496
1,GPCADFGD,-1.63,175653.295,2537050.496
1,GPCADFGD,-1.82,175653.295,2537040.496
1,GPCADFGD,-2.66,175643.295,2537060.496
1,GPCADFGD,-1.07,175643.295,2537050.496
1,GPCADFGD,0.23,175643.295,2537080.496
1,GPCADFGD,-0.49,175643.295,2537070.496
1,GPCADFGD,-1.84,175643.295,2537040.496
1,GPCADFGD,-1.82,175643.295,2537010.496
1,GPCADFGD,1.26,175633.295,2537290.496
1,GPCADFGD,-1.51,175643.295,2537030.496
1,GPCADFGD,-1.04,175643.295,2537020.496
1,GPCADFGD,0.22,175643.295,2537090.496
1,GPCADFGD,-0.56,175643.295,2537160.496
1,GPCADFGD,-0.82,175643.295,2537150.496
1,GPCADFGD,1.83,175643.295,2537180.496
1,GPCADFGD,1.42,175643.295,2537170.496
1,GPCADFGD,-0.93,175643.295,2537140.496
1,GPCADFGD,-0.13,175643.295,2537110.496
1,GPCADFGD,-0.45,175643.295,2537100.496
1,GPCADFGD,-0.25,175643.295,2537130.496
1,GPCADFGD,0.34,175643.295,2537120.496
1,GPCADFGD,-0.34,175663.295,2537090.496
1,GPCADFGD,-1.82,175663.295,2537080.496
1,GPCADFGD,-0.27,175663.295,2537110.496
1,GPCADFGD,-0.02,175663.295,2537100.496
1,GPCADFGD,-2.79,175663.295,2537070.496
1,GPCADFGD,-1.54,175663.295,2537040.496
1,GPCADFGD,-0.91,175663.295,2537030.496
1,GPCADFGD,-1.85,175663.295,2537060.496
1,GPCADFGD,-2.00,175663.295,2537050.496
1,GPCADFGD,-0.79,175663.295,2537120.496
1,GPCADFGD,0.46,175663.295,2537190.496
1,GPCADFGD,-0.61,175663.295,2537180.496
1,GPCADFGD,1.73,175663.295,2537210.496
1,GPCADFGD,1.61,175663.295,2537200.496
1,GPCADFGD,-0.82,175663.295,2537170.496
1,GPCADFGD,-1.24,175663.295,2537140.496
1,GPCADFGD,-1.05,175663.295,2537130.496
1,GPCADFGD,-1.00,175663.295,2537160.496
1,GPCADFGD,-1.14,175663.295,2537150.496
1,GPCADFGD,-0.31,175653.295,2537170.496
1,GPCADFGD,-0.92,175653.295,2537160.496
1,GPCADFGD,1.40,175653.295,2537190.496
1,GPCADFGD,0.96,175653.295,2537180.496
1,GPCADFGD,-0.99,175653.295,2537150.496
1,GPCADFGD,-0.79,175653.295,2537120.496
1,GPCADFGD,-0.17,175653.295,2537110.496
1,GPCADFGD,-1.12,175653.295,2537140.496
1,GPCADFGD,-1.38,175653.295,2537130.496
1,GPCADFGD,1.87,175653.295,2537200.496
1,GPCADFGD,1.77,175653.295,2537270.496
1,GPCADFGD,1.84,175653.295,2537260.496
1,GPCADFGD,-0.66,175663.295,2537020.496
1,GPCADFGD,0.63,175653.295,2537280.496
1,GPCADFGD,1.99,175653.295,2537250.496
1,GPCADFGD,1.90,175653.295,2537220.496
1,GPCADFGD,1.91,175653.295,2537210.496
1,GPCADFGD,2.01,175653.295,2537240.496
1,GPCADFGD,1.97,175653.295,2537230.496
1,GPCADFGD,0.99,175623.295,2537090.496
1,GPCADFGD,0.06,175623.295,2537080.496
1,GPCADFGD,1.48,175623.295,2537110.496
1,GPCADFGD,1.55,175623.295,2537100.496
1,GPCADFGD,-0.66,175623.295,2537070.496
1,GPCADFGD,-1.75,175623.295,2537040.496
1,GPCADFGD,-1.55,175623.295,2537030.496
1,GPCADFGD,-1.64,175623.295,2537060.496
1,GPCADFGD,-1.97,175623.295,2537050.496
1,GPCADFGD,1.44,175623.295,2537120.496
1,GPCADFGD,1.38,175623.295,2537190.496
1,GPCADFGD,1.00,175623.295,2537180.496
1,GPCADFGD,2.00,175623.295,2537210.496
1,GPCADFGD,1.92,175623.295,2537200.496
1,GPCADFGD,0.93,175623.295,2537170.496
1,GPCADFGD,1.63,175623.295,2537140.496
1,GPCADFGD,1.60,175623.295,2537130.496
1,GPCADFGD,-0.03,175623.295,2537160.496
1,GPCADFGD,0.50,175623.295,2537150.496
1,GPCADFGD,2.04,175613.295,2537230.496
1,GPCADFGD,2.03,175613.295,2537220.496
1,GPCADFGD,2.06,175613.295,2537250.496
1,GPCADFGD,2.05,175613.295,2537240.496
1,GPCADFGD,1.91,175613.295,2537210.496
1,GPCADFGD,0.50,175613.295,2537180.496
1,GPCADFGD,0.12,175613.295,2537170.496
1,GPCADFGD,1.79,175613.295,2537200.496
1,GPCADFGD,1.20,175613.295,2537190.496
1,GPCADFGD,2.04,175613.295,2537260.496
1,GPCADFGD,-2.52,175623.295,2537000.496
1,GPCADFGD,0.82,175613.295,2537320.496
1,GPCADFGD,-2.01,175623.295,2537020.496
1,GPCADFGD,-0.24,175623.295,2537010.496
1,GPCADFGD,1.89,175613.295,2537310.496
1,GPCADFGD,2.01,175613.295,2537280.496
1,GPCADFGD,2.01,175613.295,2537270.496
1,GPCADFGD,2.05,175613.295,2537300.496
1,GPCADFGD,2.03,175613.295,2537290.496
1,GPCADFGD,-0.06,175633.295,2537160.496
1,GPCADFGD,-0.51,175633.295,2537150.496
1,GPCADFGD,1.82,175633.295,2537180.496
1,GPCADFGD,1.74,175633.295,2537170.496
1,GPCADFGD,0.48,175633.295,2537140.496
1,GPCADFGD,0.50,175633.295,2537110.496
1,GPCADFGD,-0.27,175633.295,2537100.496
1,GPCADFGD,1.02,175633.295,2537130.496
1,GPCADFGD,0.92,175633.295,2537120.496
1,GPCADFGD,1.82,175633.295,2537190.496
1,GPCADFGD,1.98,175633.295,2537260.496
1,GPCADFGD,2.02,175633.295,2537250.496
1,GPCADFGD,1.94,175633.295,2537280.496
1,GPCADFGD,1.91,175633.295,2537270.496
1,GPCADFGD,2.09,175633.295,2537240.496
1,GPCADFGD,2.11,175633.295,2537210.496
1,GPCADFGD,1.97,175633.295,2537200.496
1,GPCADFGD,2.17,175633.295,2537230.496
1,GPCADFGD,2.24,175633.295,2537220.496
1,GPCADFGD,1.96,175623.295,2537280.496
1,GPCADFGD,1.94,175623.295,2537270.496
1,GPCADFGD,1.53,175623.295,2537300.496
1,GPCADFGD,2.00,175623.295,2537290.496
1,GPCADFGD,1.96,175623.295,2537260.496
1,GPCADFGD,2.09,175623.295,2537230.496
1,GPCADFGD,2.08,175623.295,2537220.496
1,GPCADFGD,2.00,175623.295,2537250.496
1,GPCADFGD,2.09,175623.295,2537240.496
1,GPCADFGD,0.51,175623.295,2537310.496
1,GPCADFGD,-0.59,175633.295,2537070.496
1,GPCADFGD,-1.70,175633.295,2537060.496
1,GPCADFGD,0.44,175633.295,2537090.496
1,GPCADFGD,-0.12,175633.295,2537080.496
1,GPCADFGD,-2.27,175633.295,2537050.496
1,GPCADFGD,-1.78,175633.295,2537020.496
1,GPCADFGD,-1.07,175633.295,2537010.496
1,GPCADFGD,-1.90,175633.295,2537040.496
1,GPCADFGD,-1.56,175633.295,2537030.496
1,GPCADFGD,0.64,175713.295,2537100.496
1,GPCADFGD,-0.96,175713.295,2537090.496
1,GPCADFGD,0.75,175713.295,2537120.496
1,GPCADFGD,-0.09,175713.295,2537110.496
1,GPCADFGD,0.05,175713.295,2537080.496
1,GPCADFGD,0.75,175703.295,2537250.496
1,GPCADFGD,1.00,175703.295,2537240.496
1,GPCADFGD,-0.98,175703.295,2537270.496
1,GPCADFGD,0.02,175703.295,2537260.496
1,GPCADFGD,0.70,175713.295,2537130.496
1,GPCADFGD,-0.54,175713.295,2537200.496
1,GPCADFGD,-0.73,175713.295,2537190.496
1,GPCADFGD,-0.28,175713.295,2537220.496
1,GPCADFGD,-0.42,175713.295,2537210.496
1,GPCADFGD,-0.64,175713.295,2537180.496
1,GPCADFGD,2.00,175713.295,2537150.496
1,GPCADFGD,0.30,175713.295,2537140.496
1,GPCADFGD,0.83,175713.295,2537170.496
1,GPCADFGD,2.02,175713.295,2537160.496
1,GPCADFGD,-0.09,175703.295,2537110.496
1,GPCADFGD,1.46,175703.295,2537100.496
1,GPCADFGD,0.54,175703.295,2537130.496
1,GPCADFGD,1.36,175703.295,2537120.496
1,GPCADFGD,0.83,175703.295,2537090.496
1,GPCADFGD,-0.08,175693.295,2537270.496
1,GPCADFGD,0.71,175693.295,2537260.496
1,GPCADFGD,0.31,175703.295,2537080.496
1,GPCADFGD,-0.64,175703.295,2537070.496
1,GPCADFGD,-0.15,175703.295,2537140.496
1,GPCADFGD,-0.51,175703.295,2537210.496
1,GPCADFGD,-0.58,175703.295,2537200.496
1,GPCADFGD,0.29,175703.295,2537230.496
1,GPCADFGD,-0.39,175703.295,2537220.496
1,GPCADFGD,-0.76,175703.295,2537190.496
1,GPCADFGD,-0.69,175703.295,2537160.496
1,GPCADFGD,-0.47,175703.295,2537150.496
1,GPCADFGD,-0.74,175703.295,2537180.496
1,GPCADFGD,-0.72,175703.295,2537170.496
1,GPCADFGD,-1.58,175733.295,2537210.496
1,GPCADFGD,-1.27,175733.295,2537200.496
1,GPCADFGD,-1.31,175733.295,2537230.496
1,GPCADFGD,-1.14,175733.295,2537220.496
1,GPCADFGD,-0.55,175733.295,2537190.496
1,GPCADFGD,-3.22,175733.295,2537160.496
1,GPCADFGD,-0.51,175723.295,2537260.496
1,GPCADFGD,-1.38,175733.295,2537180.496
1,GPCADFGD,-2.59,175733.295,2537170.496
1,GPCADFGD,-1.03,175733.295,2537240.496
1,GPCADFGD,-1.90,175743.295,2537240.496
1,GPCADFGD,-2.13,175743.295,2537230.496
1,GPCADFGD,-1.12,175743.295,2537260.496
1,GPCADFGD,-1.47,175743.295,2537250.496
1,GPCADFGD,-2.70,175743.295,2537220.496
1,GPCADFGD,-0.23,175733.295,2537260.496
1,GPCADFGD,-1.30,175733.295,2537250.496
1,GPCADFGD,-3.61,175743.295,2537210.496
1,GPCADFGD,-3.10,175743.295,2537200.496
1,GPCADFGD,-1.55,175723.295,2537130.496
1,GPCADFGD,-2.29,175723.295,2537120.496
1,GPCADFGD,-0.11,175723.295,2537150.496
1,GPCADFGD,-1.84,175723.295,2537140.496
1,GPCADFGD,-1.09,175713.295,2537270.496
1,GPCADFGD,0.31,175713.295,2537240.496
1,GPCADFGD,-0.11,175713.295,2537230.496
1,GPCADFGD,-0.43,175713.295,2537260.496
1,GPCADFGD,0.19,175713.295,2537250.496
1,GPCADFGD,0.19,175723.295,2537160.496
1,GPCADFGD,-0.58,175723.295,2537230.496
1,GPCADFGD,-0.59,175723.295,2537220.496
1,GPCADFGD,-0.48,175723.295,2537250.496
1,GPCADFGD,-0.39,175723.295,2537240.496
1,GPCADFGD,-0.59,175723.295,2537210.496
1,GPCADFGD,1.51,175723.295,2537180.496
1,GPCADFGD,0.61,175723.295,2537170.496
1,GPCADFGD,-0.26,175723.295,2537200.496
1,GPCADFGD,0.25,175723.295,2537190.496
1,GPCADFGD,0.06,175673.295,2537220.496
1,GPCADFGD,0.29,175673.295,2537210.496
1,GPCADFGD,1.57,175673.295,2537240.496
1,GPCADFGD,0.73,175673.295,2537230.496
1,GPCADFGD,0.42,175673.295,2537200.496
1,GPCADFGD,-0.93,175673.295,2537170.496
1,GPCADFGD,-1.11,175673.295,2537160.496
1,GPCADFGD,-0.10,175673.295,2537190.496
1,GPCADFGD,-0.70,175673.295,2537180.496
1,GPCADFGD,1.54,175673.295,2537250.496
1,GPCADFGD,-2.02,175683.295,2537080.496
1,GPCADFGD,-1.47,175683.295,2537070.496
1,GPCADFGD,-1.50,175683.295,2537100.496
1,GPCADFGD,0.54,175683.295,2537090.496
1,GPCADFGD,-1.13,175683.295,2537060.496
1,GPCADFGD,1.09,175673.295,2537270.496
1,GPCADFGD,1.34,175673.295,2537260.496
1,GPCADFGD,-0.81,175683.295,2537050.496
1,GPCADFGD,1.04,175683.295,2537040.496
1,GPCADFGD,-0.38,175673.295,2537030.496
1,GPCADFGD,1.37,175663.295,2537270.496
1,GPCADFGD,-1.87,175673.295,2537050.496
1,GPCADFGD,-1.09,175673.295,2537040.496
1,GPCADFGD,1.49,175663.295,2537260.496
1,GPCADFGD,1.51,175663.295,2537230.496
1,GPCADFGD,0.95,175663.295,2537220.496
1,GPCADFGD,1.74,175663.295,2537250.496
1,GPCADFGD,1.87,175663.295,2537240.496
1,GPCADFGD,-1.87,175673.295,2537060.496
1,GPCADFGD,-0.59,175673.295,2537130.496
1,GPCADFGD,-0.31,175673.295,2537120.496
1,GPCADFGD,-1.17,175673.295,2537150.496
1,GPCADFGD,-0.80,175673.295,2537140.496
1,GPCADFGD,-0.24,175673.295,2537110.496
1,GPCADFGD,-1.14,175673.295,2537080.496
1,GPCADFGD,-2.25,175673.295,2537070.496
1,GPCADFGD,0.03,175673.295,2537100.496
1,GPCADFGD,-0.03,175673.295,2537090.496
1,GPCADFGD,0.19,175693.295,2537130.496
1,GPCADFGD,0.94,175693.295,2537120.496
1,GPCADFGD,-0.68,175693.295,2537150.496
1,GPCADFGD,-0.46,175693.295,2537140.496
1,GPCADFGD,0.88,175693.295,2537110.496
1,GPCADFGD,-0.47,175693.295,2537080.496
1,GPCADFGD,-0.69,175693.295,2537070.496
1,GPCADFGD,-0.10,175693.295,2537100.496
1,GPCADFGD,0.38,175693.295,2537090.496
1,GPCADFGD,-0.86,175693.295,2537160.496
1,GPCADFGD,0.69,175693.295,2537230.496
1,GPCADFGD,-0.39,175693.295,2537220.496
1,GPCADFGD,1.44,175693.295,2537250.496
1,GPCADFGD,1.59,175693.295,2537240.496
1,GPCADFGD,-0.49,175693.295,2537210.496
1,GPCADFGD,-0.72,175693.295,2537180.496
1,GPCADFGD,-0.79,175693.295,2537170.496
1,GPCADFGD,-0.57,175693.295,2537200.496
1,GPCADFGD,-0.71,175693.295,2537190.496
1,GPCADFGD,-1.00,175683.295,2537170.496
1,GPCADFGD,-1.11,175683.295,2537160.496
1,GPCADFGD,-0.41,175683.295,2537190.496
1,GPCADFGD,-0.68,175683.295,2537180.496
1,GPCADFGD,-0.92,175683.295,2537150.496
1,GPCADFGD,0.14,175683.295,2537120.496
1,GPCADFGD,-0.10,175683.295,2537110.496
1,GPCADFGD,-0.62,175683.295,2537140.496
1,GPCADFGD,-0.15,175683.295,2537130.496
1,GPCADFGD,-0.43,175683.295,2537200.496
1,GPCADFGD,0.25,175683.295,2537270.496
1,GPCADFGD,1.17,175683.295,2537260.496
1,GPCADFGD,-0.15,175693.295,2537060.496
1,GPCADFGD,0.10,175693.295,2537050.496
1,GPCADFGD,1.59,175683.295,2537250.496
1,GPCADFGD,-0.26,175683.295,2537220.496
1,GPCADFGD,-0.35,175683.295,2537210.496
1,GPCADFGD,1.59,175683.295,2537240.496
1,GPCADFGD,0.64,175683.295,2537230.496
1,GPCADFGD,0.00,175613.295,2537160.496
1,GPCADFGD,3.07,175553.295,2537230.496
1,GPCADFGD,2.88,175553.295,2537220.496
1,GPCADFGD,2.97,175553.295,2537250.496
1,GPCADFGD,2.96,175553.295,2537240.496
1,GPCADFGD,2.10,175553.295,2537210.496
1,GPCADFGD,2.48,175553.295,2537180.496
1,GPCADFGD,3.07,175553.295,2537170.496
1,GPCADFGD,0.74,175553.295,2537200.496
1,GPCADFGD,0.82,175553.295,2537190.496
1,GPCADFGD,2.98,175553.295,2537260.496
1,GPCADFGD,2.24,175553.295,2537330.496
1,GPCADFGD,2.59,175553.295,2537320.496
1,GPCADFGD,1.69,175563.295,2537000.496
1,GPCADFGD,2.56,175553.295,2537340.496
1,GPCADFGD,2.73,175553.295,2537310.496
1,GPCADFGD,2.77,175553.295,2537280.496
1,GPCADFGD,2.92,175553.295,2537270.496
1,GPCADFGD,2.66,175553.295,2537300.496
1,GPCADFGD,2.68,175553.295,2537290.496
1,GPCADFGD,1.84,175553.295,2537040.496
1,GPCADFGD,2.09,175553.295,2537030.496
1,GPCADFGD,1.79,175553.295,2537060.496
1,GPCADFGD,1.69,175553.295,2537050.496
1,GPCADFGD,2.25,175553.295,2537020.496
1,GPCADFGD,1.01,175543.295,2537349.653
1,GPCADFGD,1.56,175533.295,2537349.639
1,GPCADFGD,3.56,175553.295,2537010.496
1,GPCADFGD,1.84,175553.295,2537000.496
1,GPCADFGD,1.74,175553.295,2537070.496
1,GPCADFGD,3.08,175553.295,2537140.496
1,GPCADFGD,3.06,175553.295,2537130.496
1,GPCADFGD,2.77,175553.295,2537160.496
1,GPCADFGD,2.76,175553.295,2537150.496
1,GPCADFGD,2.85,175553.295,2537120.496
1,GPCADFGD,1.97,175553.295,2537090.496
1,GPCADFGD,1.78,175553.295,2537080.496
1,GPCADFGD,2.44,175553.295,2537110.496
1,GPCADFGD,2.20,175553.295,2537100.496
1,GPCADFGD,2.85,175563.295,2537260.496
1,GPCADFGD,2.87,175563.295,2537250.496
1,GPCADFGD,2.72,175563.295,2537280.496
1,GPCADFGD,2.80,175563.295,2537270.496
1,GPCADFGD,2.87,175563.295,2537240.496
1,GPCADFGD,1.72,175563.295,2537210.496
1,GPCADFGD,0.79,175563.295,2537200.496
1,GPCADFGD,2.84,175563.295,2537230.496
1,GPCADFGD,2.28,175563.295,2537220.496
1,GPCADFGD,2.62,175563.295,2537290.496
1,GPCADFGD,0.89,175563.295,2537349.639
1,GPCADFGD,1.29,175553.295,2537349.639
1,GPCADFGD,2.89,175573.295,2537010.496
1,GPCADFGD,1.53,175573.295,2537000.496
1,GPCADFGD,1.63,175563.295,2537340.496
1,GPCADFGD,2.52,175563.295,2537310.496
1,GPCADFGD,2.57,175563.295,2537300.496
1,GPCADFGD,2.13,175563.295,2537330.496
1,GPCADFGD,2.35,175563.295,2537320.496
1,GPCADFGD,1.67,175563.295,2537070.496
1,GPCADFGD,2.19,175563.295,2537060.496
1,GPCADFGD,1.98,175563.295,2537090.496
1,GPCADFGD,1.74,175563.295,2537080.496
1,GPCADFGD,2.58,175563.295,2537050.496
1,GPCADFGD,2.12,175563.295,2537020.496
1,GPCADFGD,4.42,175563.295,2537010.496
1,GPCADFGD,5.77,175563.295,2537040.496
1,GPCADFGD,3.63,175563.295,2537030.496
1,GPCADFGD,2.18,175563.295,2537100.496
1,GPCADFGD,3.06,175563.295,2537170.496
1,GPCADFGD,2.79,175563.295,2537160.496
1,GPCADFGD,0.70,175563.295,2537190.496
1,GPCADFGD,0.67,175563.295,2537180.496
1,GPCADFGD,2.57,175563.295,2537150.496
1,GPCADFGD,2.29,175563.295,2537120.496
1,GPCADFGD,2.26,175563.295,2537110.496
1,GPCADFGD,2.68,175563.295,2537140.496
1,GPCADFGD,2.68,175563.295,2537130.496
1,GPCADFGD,0.16,175533.295,2537190.496
1,GPCADFGD,1.09,175533.295,2537180.496
1,GPCADFGD,1.49,175533.295,2537210.496
1,GPCADFGD,0.02,175533.295,2537200.496
1,GPCADFGD,2.34,175533.295,2537170.496
1,GPCADFGD,4.06,175533.295,2537140.496
1,GPCADFGD,4.56,175533.295,2537130.496
1,GPCADFGD,3.00,175533.295,2537160.496
1,GPCADFGD,3.51,175533.295,2537150.496
1,GPCADFGD,2.88,175533.295,2537220.496
1,GPCADFGD,3.10,175533.295,2537290.496
1,GPCADFGD,3.21,175533.295,2537280.496
1,GPCADFGD,1.91,175543.295,2537000.496
1,GPCADFGD,1.67,175533.295,2537300.496
1,GPCADFGD,3.23,175533.295,2537270.496
1,GPCADFGD,2.92,175533.295,2537240.496
1,GPCADFGD,2.89,175533.295,2537230.496
1,GPCADFGD,3.23,175533.295,2537260.496
1,GPCADFGD,3.04,175533.295,2537250.496
1,GPCADFGD,3.37,175533.295,2537000.496
1,GPCADFGD,0.53,175523.295,2537310.496
1,GPCADFGD,1.71,175533.295,2537020.496
1,GPCADFGD,2.24,175533.295,2537010.496
1,GPCADFGD,2.20,175523.295,2537300.496
1,GPCADFGD,3.27,175523.295,2537270.496
1,GPCADFGD,3.17,175523.295,2537260.496
1,GPCADFGD,3.34,175523.295,2537290.496
1,GPCADFGD,3.32,175523.295,2537280.496
1,GPCADFGD,1.51,175533.295,2537030.496
1,GPCADFGD,2.10,175533.295,2537100.496
1,GPCADFGD,1.95,175533.295,2537090.496
1,GPCADFGD,4.30,175533.295,2537120.496
1,GPCADFGD,3.04,175533.295,2537110.496
1,GPCADFGD,1.74,175533.295,2537080.496
1,GPCADFGD,1.64,175533.295,2537050.496
1,GPCADFGD,1.71,175533.295,2537040.496
1,GPCADFGD,1.70,175533.295,2537070.496
1,GPCADFGD,1.59,175533.295,2537060.496
1,GPCADFGD,3.10,175543.295,2537260.496
1,GPCADFGD,2.99,175543.295,2537250.496
1,GPCADFGD,2.98,175543.295,2537280.496
1,GPCADFGD,3.07,175543.295,2537270.496
1,GPCADFGD,3.04,175543.295,2537240.496
1,GPCADFGD,2.13,175543.295,2537210.496
1,GPCADFGD,0.74,175543.295,2537200.496
1,GPCADFGD,3.05,175543.295,2537230.496
1,GPCADFGD,3.05,175543.295,2537220.496
1,GPCADFGD,2.86,175543.295,2537290.496
1,GPCADFGD,2.29,175543.295,2537330.496
1,GPCADFGD,1.84,175533.295,2537330.496
1,GPCADFGD,2.16,175543.295,2537340.496
1,GPCADFGD,2.27,175533.295,2537340.496
1,GPCADFGD,1.95,175533.295,2537320.496
1,GPCADFGD,2.08,175543.295,2537310.496
1,GPCADFGD,2.20,175543.295,2537300.496
1,GPCADFGD,2.93,175543.295,2537320.496
1,GPCADFGD,1.99,175533.295,2537310.496
1,GPCADFGD,1.73,175543.295,2537070.496
1,GPCADFGD,1.73,175543.295,2537060.496
1,GPCADFGD,1.89,175543.295,2537090.496
1,GPCADFGD,1.76,175543.295,2537080.496
1,GPCADFGD,1.55,175543.295,2537050.496
1,GPCADFGD,1.98,175543.295,2537020.496
1,GPCADFGD,2.60,175543.295,2537010.496
1,GPCADFGD,1.27,175543.295,2537040.496
1,GPCADFGD,1.47,175543.295,2537030.496
1,GPCADFGD,1.97,175543.295,2537100.496
1,GPCADFGD,2.81,175543.295,2537170.496
1,GPCADFGD,2.80,175543.295,2537160.496
1,GPCADFGD,-0.08,175543.295,2537190.496
1,GPCADFGD,1.74,175543.295,2537180.496
1,GPCADFGD,3.14,175543.295,2537150.496
1,GPCADFGD,3.59,175543.295,2537120.496
1,GPCADFGD,2.46,175543.295,2537110.496
1,GPCADFGD,3.70,175543.295,2537140.496
1,GPCADFGD,3.89,175543.295,2537130.496
1,GPCADFGD,0.17,175593.295,2537330.496
1,GPCADFGD,1.95,175593.295,2537320.496
1,GPCADFGD,-0.97,175603.295,2537010.496
1,GPCADFGD,0.10,175603.295,2537000.496
1,GPCADFGD,2.10,175593.295,2537310.496
1,GPCADFGD,2.45,175593.295,2537280.496
1,GPCADFGD,2.46,175593.295,2537270.496
1,GPCADFGD,2.27,175593.295,2537300.496
1,GPCADFGD,2.42,175593.295,2537290.496
1,GPCADFGD,-1.45,175603.295,2537020.496
1,GPCADFGD,2.26,175603.295,2537090.496
1,GPCADFGD,2.40,175603.295,2537080.496
1,GPCADFGD,2.27,175603.295,2537110.496
1,GPCADFGD,2.23,175603.295,2537100.496
1,GPCADFGD,2.25,175603.295,2537070.496
1,GPCADFGD,-0.90,175603.295,2537040.496
1,GPCADFGD,-1.47,175603.295,2537030.496
1,GPCADFGD,1.82,175603.295,2537060.496
1,GPCADFGD,0.20,175603.295,2537050.496
1,GPCADFGD,1.96,175593.295,2537140.496
1,GPCADFGD,1.94,175593.295,2537130.496
1,GPCADFGD,2.67,175593.295,2537160.496
1,GPCADFGD,2.28,175593.295,2537150.496
1,GPCADFGD,2.02,175593.295,2537120.496
1,GPCADFGD,2.32,175593.295,2537090.496
1,GPCADFGD,4.30,175593.295,2537080.496
1,GPCADFGD,2.19,175593.295,2537110.496
1,GPCADFGD,2.34,175593.295,2537100.496
1,GPCADFGD,0.15,175593.295,2537170.496
1,GPCADFGD,2.34,175593.295,2537240.496
1,GPCADFGD,2.14,175593.295,2537230.496
1,GPCADFGD,2.42,175593.295,2537260.496
1,GPCADFGD,2.43,175593.295,2537250.496
1,GPCADFGD,2.04,175593.295,2537220.496
1,GPCADFGD,0.64,175593.295,2537190.496
1,GPCADFGD,0.04,175593.295,2537180.496
1,GPCADFGD,1.90,175593.295,2537210.496
1,GPCADFGD,1.34,175593.295,2537200.496
